model,dataset,precision,recall,f1_score
Mistral-7B-Instruct-v0.3-GPTQ-w4a16,wikihow,29.876506987250124,61.272755739246556,38.60429449802585
Mistral-7B-Instruct-v0.3-GPTQ-w4a16,alfworld,54.34313371813374,56.9640722525338,53.53272873903515
Mistral-7B-Instruct-v0.3-GPTQ-w4a16,toolalpaca,0.0,0.0,0.0
Mistral-7B-Instruct-v0.3-GPTQ-w4a16,os,67.08333333333334,85.50000000000001,72.87806637806636
Mistral-7B-Instruct-v0.3-GPTQ-w4a16,lumos,66.45812492438263,69.11481156879933,64.96685262022694
Mistral-7B-Instruct-v0.3-GPTQ-w4a16,toolbench,0.0,0.0,0.0
Mistral-7B-Instruct-v0.3-GPTQ-w4a16,webshop,80.32223415682066,70.3759398496241,74.29065086959824
internlm-2.5-7b-chat-wanda-2-4-0.5,lumos,0.9429675073846853,0.4567143830947512,0.5833089882169638
internlm-2.5-7b-chat-wanda-2-4-0.5,toolbench,0.0,0.0,0.0
internlm-2.5-7b-chat-wanda-2-4-0.5,os,74.33333333333334,77.16666666666667,72.81096681096682
internlm-2.5-7b-chat-wanda-2-4-0.5,alfworld,19.53792735042735,19.35429421006343,18.797210070533417
internlm-2.5-7b-chat-wanda-2-4-0.5,wikihow,31.221221824966527,44.12922011008001,33.67285516834444
internlm-2.5-7b-chat-wanda-2-4-0.5,toolalpaca,0.0,0.0,0.0
internlm-2.5-7b-chat-wanda-2-4-0.5,webshop,41.10275689223056,35.363408521303256,37.71034729681344
qwen-2.5-7b-chat-sparsegpt-2-4-0.5,alfworld,59.6287393162393,45.41655459924698,49.93232894291121
qwen-2.5-7b-chat-sparsegpt-2-4-0.5,lumos,59.47143394414391,66.1427597623917,60.608621099418734
qwen-2.5-7b-chat-sparsegpt-2-4-0.5,os,81.75000000000001,81.33333333333334,78.0674603174603
qwen-2.5-7b-chat-sparsegpt-2-4-0.5,toolbench,0.0,0.0,0.0
qwen-2.5-7b-chat-sparsegpt-2-4-0.5,toolalpaca,9.13978494623656,9.767025089605735,9.278033794162823
qwen-2.5-7b-chat-sparsegpt-2-4-0.5,wikihow,25.14386988049044,49.957102469450966,32.088669608978215
qwen-2.5-7b-chat-sparsegpt-2-4-0.5,webshop,81.51629072681709,70.16290726817044,74.74340613438358
qwen-2.5-7b-chat-wanda-un0.5,lumos,67.17132413927425,73.15171876521579,67.9376910764498
qwen-2.5-7b-chat-wanda-un0.5,wikihow,27.072204719957778,57.43122746883411,35.585361881076025
qwen-2.5-7b-chat-wanda-un0.5,webshop,79.44921828380478,69.48621553884715,73.35438162505832
qwen-2.5-7b-chat-wanda-un0.5,toolalpaca,8.333333333333334,7.885304659498209,7.782898105478751
qwen-2.5-7b-chat-wanda-un0.5,alfworld,55.23275335775336,55.107750155827084,52.146028961333954
qwen-2.5-7b-chat-wanda-un0.5,toolbench,0.0,0.0,0.0
qwen-2.5-7b-chat-wanda-un0.5,os,73.0,83.66666666666667,75.4184704184704
internlm-2.5-7b-chat-magnitude-un0.5,alfworld,0.0,0.0,0.0
internlm-2.5-7b-chat-magnitude-un0.5,wikihow,9.453369573598579,13.113565823489484,10.126477324503485
internlm-2.5-7b-chat-magnitude-un0.5,os,53.75,45.666666666666664,47.96825396825397
internlm-2.5-7b-chat-magnitude-un0.5,toolbench,0.0,0.0,0.0
internlm-2.5-7b-chat-magnitude-un0.5,lumos,0.0,0.0,0.0
internlm-2.5-7b-chat-magnitude-un0.5,toolalpaca,0.0,0.0,0.0
internlm-2.5-7b-chat-magnitude-un0.5,webshop,0.0,0.0,0.0
Mistral-7B-Instruct-v0.3-awq-w4-g128-zp,alfworld,59.44004179581104,63.043201456663056,59.01932995794957
Mistral-7B-Instruct-v0.3-awq-w4-g128-zp,toolalpaca,0.0,0.0,0.0
Mistral-7B-Instruct-v0.3-awq-w4-g128-zp,wikihow,31.384114005825985,63.42339575556909,40.55264068703629
Mistral-7B-Instruct-v0.3-awq-w4-g128-zp,toolbench,0.0,0.0,0.0
Mistral-7B-Instruct-v0.3-awq-w4-g128-zp,webshop,78.54636591478702,69.11027568922309,72.75491843161016
Mistral-7B-Instruct-v0.3-awq-w4-g128-zp,lumos,66.79685402078044,70.46742623429748,65.97040932389193
Mistral-7B-Instruct-v0.3-awq-w4-g128-zp,os,72.00000000000001,85.66666666666667,75.97943722943722
Qwen2.5-7B-Instruct-awq-w4-g128-zp,alfworld,54.69726773681231,57.84765448226986,54.027054207195924
Qwen2.5-7B-Instruct-awq-w4-g128-zp,wikihow,26.87899167094392,63.04172309504595,36.576558136893524
Qwen2.5-7B-Instruct-awq-w4-g128-zp,lumos,50.912657356375625,64.27208102054732,54.53151364355765
Qwen2.5-7B-Instruct-awq-w4-g128-zp,webshop,80.70175438596495,70.20050125313286,74.40625372956201
Qwen2.5-7B-Instruct-awq-w4-g128-zp,os,77.16666666666667,90.75,80.96428571428571
Qwen2.5-7B-Instruct-awq-w4-g128-zp,toolbench,0.0,0.0,0.0
Qwen2.5-7B-Instruct-awq-w4-g128-zp,toolalpaca,7.347670250896058,7.258064516129033,6.968766001024066
qwen-2.5-7b-chat-wanda-2-4-0.5,wikihow,17.219791914167764,37.83587277862088,22.689203465738572
qwen-2.5-7b-chat-wanda-2-4-0.5,lumos,62.59746161586652,67.94381147141888,63.23103844576251
qwen-2.5-7b-chat-wanda-2-4-0.5,toolalpaca,8.602150537634408,8.512544802867383,8.341013824884792
qwen-2.5-7b-chat-wanda-2-4-0.5,toolbench,0.0,0.0,0.0
qwen-2.5-7b-chat-wanda-2-4-0.5,os,82.19047619047618,83.50000000000001,78.99747474747473
qwen-2.5-7b-chat-wanda-2-4-0.5,alfworld,52.67045454545455,49.3569731550501,49.32409504465352
qwen-2.5-7b-chat-wanda-2-4-0.5,webshop,77.94486215538853,66.86716791979951,71.35099653896646
Qwen2.5-7B-Instruct-W8A8-smooth0.8,webshop,80.93984962406017,70.42606516290729,74.64792934717747
Qwen2.5-7B-Instruct-W8A8-smooth0.8,os,76.6904761904762,91.75000000000001,80.6144411144411
Qwen2.5-7B-Instruct-W8A8-smooth0.8,alfworld,46.124919557737016,55.79544920891076,47.52058506744981
Qwen2.5-7B-Instruct-W8A8-smooth0.8,toolbench,0.0,0.0,0.0
Qwen2.5-7B-Instruct-W8A8-smooth0.8,toolalpaca,3.1541218637992836,4.032258064516129,3.47926267281106
llama-3.1-8B-Instruct-awq-w4-g128-zp,toolalpaca,7.741935483870967,8.960573476702507,7.826420890937019
llama-3.1-8B-Instruct-awq-w4-g128-zp,alfworld,57.68491124260354,46.419360553975935,49.83478356929271
llama-3.1-8B-Instruct-awq-w4-g128-zp,toolbench,0.0,0.0,0.0
llama-3.1-8B-Instruct-awq-w4-g128-zp,os,74.75,89.41666666666667,79.03643578643579
llama-3.1-8B-Instruct-awq-w4-g128-zp,webshop,71.58521303258148,70.25062656641606,70.11771853877113
llama-3.1-8B-Instruct-awq-w4-g128-zp,wikihow,37.455469180323234,45.88845408445766,39.22276785959973
llama-3.1-8B-Instruct-awq-w4-g128-zp,lumos,54.42618560716716,74.19661115980138,61.007814044623935
llama-3.1-8B-Instruct-W8A8-smooth0.8,webshop,56.9172932330827,56.177944862155414,55.71249552452557
llama-3.1-8B-Instruct-W8A8-smooth0.8,toolalpaca,5.752688172043011,7.168458781362006,6.108550947260624
llama-3.1-8B-Instruct-W8A8-smooth0.8,toolbench,0.0,0.0,0.0
llama-3.1-8B-Instruct-W8A8-smooth0.8,os,78.08333333333334,85.91666666666669,79.19733044733044
internlm-2.5-7b-chat-wanda-un0.5,toolalpaca,0.0,0.0,0.0
internlm-2.5-7b-chat-wanda-un0.5,wikihow,0.5979643765903307,0.8042529989094873,0.6026418200868133
internlm-2.5-7b-chat-wanda-un0.5,alfworld,0.0,0.0,0.0
internlm-2.5-7b-chat-wanda-un0.5,lumos,0.0,0.0,0.0
internlm-2.5-7b-chat-wanda-un0.5,webshop,0.0,0.0,0.0
internlm-2.5-7b-chat-wanda-un0.5,os,68.66666666666667,75.08333333333333,69.17604617604619
internlm-2.5-7b-chat-wanda-un0.5,toolbench,0.0,0.0,0.0
qwen-2.5-7b-chat-magnitude-2-4-0.5,lumos,0.0,0.0,0.0
qwen-2.5-7b-chat-magnitude-2-4-0.5,alfworld,0.0,0.0,0.0
qwen-2.5-7b-chat-magnitude-2-4-0.5,os,0.0,0.0,0.0
qwen-2.5-7b-chat-magnitude-2-4-0.5,wikihow,0.0,0.0,0.0
qwen-2.5-7b-chat-magnitude-2-4-0.5,toolbench,0.0,0.0,0.0
qwen-2.5-7b-chat-magnitude-2-4-0.5,toolalpaca,0.0,0.0,0.0
qwen-2.5-7b-chat-magnitude-2-4-0.5,webshop,0.0,0.0,0.0
Mistral-7B-Instruct-v0.3-W8A8-smooth0.8,toolbench,0.0,0.0,0.0
Mistral-7B-Instruct-v0.3-W8A8-smooth0.8,wikihow,31.90172131317583,63.91184814287644,40.99063872029777
Mistral-7B-Instruct-v0.3-W8A8-smooth0.8,toolalpaca,0.0,0.0,0.0
Mistral-7B-Instruct-v0.3-W8A8-smooth0.8,os,66.75,84.66666666666667,72.14033189033188
Mistral-7B-Instruct-v0.3-W8A8-smooth0.8,alfworld,64.04650904650907,62.65525606871763,61.35138147891571
Mistral-7B-Instruct-v0.3-W8A8-smooth0.8,lumos,66.31642159249525,67.82646801051713,64.26493631473794
Mistral-7B-Instruct-v0.3-W8A8-smooth0.8,webshop,77.43823845327607,70.41353383458649,72.59414770692968
internlm-2.5-7b-chat-sparsegpt-2-4-0.5,alfworld,33.17478817478817,46.94109843148304,37.57504902966558
internlm-2.5-7b-chat-sparsegpt-2-4-0.5,lumos,34.27363025522534,35.978673678060176,33.61152111918989
internlm-2.5-7b-chat-sparsegpt-2-4-0.5,wikihow,42.57095807948973,34.59228000707571,35.20595860261337
internlm-2.5-7b-chat-sparsegpt-2-4-0.5,webshop,76.44110275689228,65.30075187969928,69.81143334526796
internlm-2.5-7b-chat-sparsegpt-2-4-0.5,toolbench,0.0,0.0,0.0
internlm-2.5-7b-chat-sparsegpt-2-4-0.5,os,62.5,77.83333333333333,66.89285714285714
internlm-2.5-7b-chat-sparsegpt-2-4-0.5,toolalpaca,0.0,0.0,0.0
qwen-2.5-7b-chat-sparsegpt-un0.5,toolalpaca,7.9749103942652315,7.168458781362006,7.386072708653354
qwen-2.5-7b-chat-sparsegpt-un0.5,os,78.16666666666666,91.08333333333334,81.85822510822511
qwen-2.5-7b-chat-sparsegpt-un0.5,toolbench,0.0,0.0,0.0
qwen-2.5-7b-chat-sparsegpt-un0.5,alfworld,48.90980960551093,51.479498066036555,47.70333440183386
qwen-2.5-7b-chat-sparsegpt-un0.5,wikihow,26.6304876976642,60.458430489582284,35.899864047957685
qwen-2.5-7b-chat-sparsegpt-un0.5,webshop,79.83709273182961,71.10275689223059,74.49467825407675
